timestamp,solar_pv_output,wind_power_output,total_renewable_energy,solar_irradiance,wind_speed,temperature,humidity,atmospheric_pressure,grid_load_demand,frequency,voltage,power_exchange,battery_state_of_charge,battery_charging_rate,battery_discharging_rate,hour_of_day,day_of_week,predicted_solar_pv_output,predicted_wind_power_output,total_predicted_energy
2023-01-01 00:00:00,37.454011884736246,8.27368356181899,45.72769544655524,751.4234569806697,18.770284534360975,18.09490515007132,53.21560976736306,1004.8723488349074,294.40124902189416,49.123760422492396,228.9330286101228,-30.551107667543192,10.385097443212777,45.36555784933305,36.18309641098409,0,6,38.977832496547194,8.698819118219054,47.67665161476625
2023-01-01 01:00:00,95.07143064099162,48.45379950800108,143.5252301489927,301.6820910165923,6.6386046200810345,11.669042405747042,63.906997269148796,1009.4934843497373,185.82408404351762,49.90886973314957,223.61716033160107,-2.023332300235964,86.30364932442511,7.791319165178978,7.240727735829283,1,6,86.05989290217175,53.23370108324928,139.29359398542104
2023-01-01 02:00:00,73.1993941811405,30.24195112785364,103.44134530899414,485.3785354471251,14.296742234293303,12.945826214936766,26.234179198756422,970.7530135412802,347.3635743173878,49.5751191301814,222.85468140297763,94.96394702223225,92.2693513442933,41.13101105971099,21.848508497163255,2,6,76.02757382452607,29.33977733738161,105.36735116190768
2023-01-01 03:00:00,59.86584841970366,56.34083644838541,116.20668486808907,673.9863951212772,22.357572332966203,38.478602591827915,53.165237874767506,970.8332857488537,193.64177112148883,49.549129354448624,227.86187223790847,52.71292440524127,48.24263643564127,35.14573483778701,14.418610520726165,3,6,65.12121465626105,52.111132120351634,117.23234677661267
2023-01-01 04:00:00,15.601864044243651,80.38048904834751,95.98235309259117,868.457364072519,11.879942986423735,4.807723413192896,69.22833048457011,977.621816851095,244.0235719106608,49.444763160358185,221.98153874689254,70.34794783309769,42.54715330100369,48.76058602803023,49.34343288650813,4,6,14.599554375558824,81.56162760453618,96.16118198009501
2023-01-01 05:00:00,15.599452033620265,13.714848815274316,29.314300848894582,234.92874297040683,23.62793768356365,21.366223476158567,48.943580432383335,1021.1721591727237,73.56216838748338,49.66505671950914,239.1492901386333,1.129913780706218,53.90392769440919,23.16532843000893,20.76978531565904,5,6,15.665979811038214,14.438969994937551,30.104949805975764
2023-01-01 06:00:00,5.8083612168199465,58.0699084554285,63.87826967224844,389.3065051760071,5.36145573310404,11.003133478972352,71.1502602234938,1010.6266063532372,496.6421314574649,49.70626615028682,220.95078363562564,5.2247223557553895,22.61946248449862,36.108718570719155,3.393505151489118,6,6,6.036950962402229,55.58211637099736,61.61906733339959
2023-01-01 07:00:00,86.61761457749351,50.550876038986395,137.16849061647991,911.7991922363041,1.8539776443507683,-6.94269094761569,50.60721524984557,1034.5762646117805,278.4246724738291,49.617551552723995,228.02739254797456,-59.13506771259447,29.796586142033597,25.894196006418817,20.56060007314022,7,6,81.9416389146913,47.883876189219265,129.82551510391056
2023-01-01 08:00:00,60.11150117432088,14.407878601319958,74.51937977564083,207.33244014705318,22.286346828618733,14.4665415812118,40.02396227580495,979.5658571843098,60.90691737387777,50.95750543143902,223.2540540406339,44.20916726021568,10.09771704840048,3.470024834617785,16.067514030296763,8,6,63.13569747363535,15.279424419560169,78.41512189319552
2023-01-01 09:00:00,70.80725777960456,62.39984855289824,133.2071063325028,361.11928223510995,21.192029949055417,30.667166452255415,37.32445423783831,1041.2068059888318,293.5537964425148,50.865462171018976,233.77622643057512,-15.683198841872766,44.64500911113633,2.338237486838385,29.97913235391239,9,6,76.01992424421931,65.56629506852788,141.58621931274718
2023-01-01 10:00:00,2.0584494295802447,27.364041786077166,29.42249121565741,967.2193407783727,24.81474689834612,-5.0623515659155816,46.98118530897292,1024.370616198336,441.6592996875424,50.14902019904972,221.57622898429125,48.48937176354224,61.169162253365926,6.10557214398929,11.303908761451492,10,6,2.1879468787343606,25.740762868292016,27.928709747026378
2023-01-01 11:00:00,96.99098521619943,48.78343185440125,145.7744170706007,690.721477217737,16.984837202810652,-6.520407630184551,12.078066041398074,989.5011670013697,397.64846041979115,50.96210967682062,230.9361114841727,-18.18892373747491,93.0223734391602,14.809553192620845,1.798682484969083,11,6,92.31405887355986,52.38628932356922,144.70034819712907
2023-01-01 12:00:00,83.24426408004217,8.227232427706188,91.47149650774836,409.3370933100052,23.417198166678737,-2.318423980336667,70.16726246015023,959.5262065625456,365.40800785825434,50.98239602063838,235.46202990403876,-78.29656255721838,73.90731706267583,12.955655290593764,4.794018757944568,12,6,88.30911882771548,7.626199231063671,95.93531805877915
2023-01-01 13:00:00,21.233911067827616,45.958405721362304,67.19231678918992,253.59287551667808,20.673725627102773,28.220005569465307,86.05950768822356,975.6983662487482,112.7590945695657,49.711879420034606,239.00119670097942,-65.38926244282331,72.30637335531867,36.41633343529501,14.157379476718269,13,6,20.865898699470367,42.366662791380435,63.2325614908508
2023-01-01 14:00:00,18.182496720710063,30.646346804282032,48.828843524992095,222.55307235777772,21.11065832800217,26.199769207236898,41.91643849988067,1045.676821721485,345.98168554436256,49.89037509147949,233.97055125938826,62.314015614936665,30.799896209410214,35.796136746106214,17.41613157665538,14,6,17.333241118242988,29.733742950653873,47.06698406889686
2023-01-01 15:00:00,18.34045098534338,82.23812111853543,100.57857210387881,395.79606370954184,14.228539261356707,18.250888445305527,14.14298225275467,981.036337588408,394.83427010551713,50.91812355396933,221.98983515269168,-48.27670208821348,88.82932975100445,48.5697289924686,41.722527002236646,15,6,17.122540378940638,88.59566395773417,105.71820433667482
2023-01-01 16:00:00,30.42422429595377,5.697872699736828,36.1220969956906,905.1886556711283,9.559114947917772,13.411320204631618,98.80980376470019,982.9900960149064,307.58857878447344,50.217252398597374,221.77041099428283,-47.12911548658614,94.69556966799976,15.519541272119808,13.50348420071924,16,6,32.912812923895004,5.920591340023884,38.83340426391889
2023-01-01 17:00:00,52.475643163223786,41.860727491832996,94.33637065505678,532.7309234380076,23.363951813582045,34.416290735131106,33.732842990596026,968.9588931097717,451.7370520341582,49.42585816567455,234.63196097076133,85.87361800046628,93.2262936542037,46.92260418902965,1.574652673802307,17,6,51.70842345807823,40.97929614667766,92.6877196047559
2023-01-01 18:00:00,43.194501864211574,45.8431424131438,89.03764427735538,776.2666953327944,10.802929390397361,28.334891191674124,21.39590095216957,1030.6850601138765,174.64540180319844,50.378761336673,224.30658810006938,31.52712457336989,3.8803026524385054,30.642530174386756,39.03667416014271,18,6,46.35401715093352,42.700603467509936,89.05462061844347
2023-01-01 19:00:00,29.122914019804192,72.50060762991187,101.62352164971605,934.6280283039662,13.470484181241726,30.597112565090256,43.277725717572515,977.5644230242277,158.96511488266276,49.411492364092176,228.94478617266498,-77.13848922312874,60.435063630402155,24.76543554950602,43.44587850444813,19,6,27.139905616802366,75.59604300733314,102.7359486241355
2023-01-01 20:00:00,61.18528947223795,57.428757509021096,118.61404698125904,526.4323692822533,11.152857678129694,30.663115067532715,76.4701336570201,983.0258248368856,441.3063852241907,49.678715487343695,239.53242202702717,-71.28294597361315,64.3225105725295,33.392068890660795,24.61531187002639,20,6,64.4525039749929,58.56753783415869,123.02004180915159
